Tamrikt/Aṛjuntin/Salta;America/Argentina/Salta;;;;;;;;;;;;;;;;;;;
Tamrikt/Aṛjuntin/Tucuman;America/Argentina/Tucuman;;;;;;;;;;;;;;;;;;;
Tamrikt/Aṛjuntin/Ushuaia;America/Argentina/Ushuaia;;;;;;;;;;;;;;;;;;;
Tamrikt/Aruba;America/Aruba;;;;;;;;;;;;;;;;;;;
Tamrikt/Asuncion;America/Asuncion;;;;;;;;;;;;;;;;;;;
America/Atikokan;America/Atikokan;;;;;;;;;;;;;;;;;;;
Tamrikt/Bahia;America/Bahia;;;;;;;;;;;;;;;;;;;
Tamrikt/Barbados;America/Barbados;;;;;;;;;;;;;;;;;;;
Tamrikt/Belem;America/Belem;;;;;;;;;;;;;;;;;;;
Tamrikt/Belize;America/Belize;;;;;;;;;;;;;;;;;;;
Tamrikt/Blanc-Sablon;America/Blanc-Sablon;;;;;;;;;;;;;;;;;;;
Tamrikt/Bogota;America/Bogota;;;;;;;;;;;;;;;;;;;
Tamrikt/Boise;America/Boise;;;;;;;;;;;;;;;;;;;
Tamrikt/Cancun;America/Cancun;;;;;;;;;;;;;;;;;;;
Tamrikt/Caracas;America/Caracas;;;;;;;;;;;;;;;;;;;
Tamrikt/Cayenne;America/Cayenne;;;;;;;;;;;;;;;;;;;
Tamrikt/Cayman;America/Cayman;;;;;;;;;;;;;;;;;;;
Tamrikt/Chicago;America/Chicago;;;;;;;;;;;;;;;;;;;
Tamrikt/Chihuahua;America/Chihuahua;;;;;;;;;;;;;;;;;;;
Tamrikt/Creston;America/Creston;;;;;;;;;;;;;;;;;;;
Tamrikt/Cuiaba;America/Cuiaba;;;;;;;;;;;;;;;;;;;
Tamrikt/Curacao;America/Curacao;;;;;;;;;;;;;;;;;;;
Tamrikt/Danmarkshavn;America/Danmarkshavn;;;;;;;;;;;;;;;;;;;
Tamrikt/Dawson;America/Dawson;;;;;;;;;;;;;;;;;;;
Tamrikt/Denver;America/Denver;;;;;;;;;;;;;;;;;;;
Tamrikt/Detroit;America/Detroit;;;;;;;;;;;;;;;;;;;
Tamrikt/Dominica;America/Dominica;;;;;;;;;;;;;;;;;;;
Tamrikt/Edmonton;America/Edmonton;;;;;;;;;;;;;;;;;;;
Tamrikt/Eirunepe;America/Eirunepe;;;;;;;;;;;;;;;;;;;
Tamrikt/Fortaleza;America/Fortaleza;;;;;;;;;;;;;;;;;;;
Tamrikt/Godthab;America/Godthab;;;;;;;;;;;;;;;;;;;
Tamrikt/Grenada;America/Grenada;;;;;;;;;;;;;;;;;;;
Tamrikt/Guadeloupe;America/Guadeloupe;;;;;;;;;;;;;;;;;;;
Tamrikt/Guatemala;America/Guatemala;;;;;;;;;;;;;;;;;;;
Tamrikt/Guayaquil;America/Guayaquil;;;;;;;;;;;;;;;;;;;
Tamrikt/Guyana;America/Guyana;;;;;;;;;;;;;;;;;;;
Tamrikt/Halifax;America/Halifax;;;;;;;;;;;;;;;;;;;
Tamrikt/Havana;America/Havana;;;;;;;;;;;;;;;;;;;
Tamrikt/Hermosillo;America/Hermosillo;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Indianapolis;America/Indiana/Indianapolis;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Knox;America/Indiana/Knox;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Marengo;America/Indiana/Marengo;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Petersburg;America/Indiana/Petersburg;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Vevay;America/Indiana/Vevay;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Vincennes;America/Indiana/Vincennes;;;;;;;;;;;;;;;;;;;
Tamrikt/Indiana/Winamac;America/Indiana/Winamac;;;;;;;;;;;;;;;;;;;
Tamrikt/Inuvik;America/Inuvik;;;;;;;;;;;;;;;;;;;
Tamrikt/Iqaluit;America/Iqaluit;;;;;;;;;;;;;;;;;;;
Tamrikt/Jamaica;America/Jamaica;;;;;;;;;;;;;;;;;;;
Tamrikt/Juneau;America/Juneau;;;;;;;;;;;;;;;;;;;
Tamrikt/Kentucky/Louisville;America/Kentucky/Louisville;;;;;;;;;;;;;;;;;;;
Tamrikt/Kentucky/Monticello;America/Kentucky/Monticello;;;;;;;;;;;;;;;;;;;
Tamrikt/Kralendijk;America/Kralendijk;;;;;;;;;;;;;;;;;;;
Tamrikt/Lima;America/Lima;;;;;;;;;;;;;;;;;;;
Tamrikt/Maceio;America/Maceio;;;;;;;;;;;;;;;;;;;
Tamrikt/Managua;America/Managua;;;;;;;;;;;;;;;;;;;
Tamrikt/Manaus;America/Manaus;;;;;;;;;;;;;;;;;;;
Tamrikt/Marigot;America/Marigot;;;;;;;;;;;;;;;;;;;
Tamrikt/Martinique;America/Martinique;;;;;;;;;;;;;;;;;;;
Tamrikt/Matamoros;America/Matamoros;;;;;;;;;;;;;;;;;;;
Tamrikt/Mazatlan;America/Mazatlan;;;;;;;;;;;;;;;;;;;
Tamrikt/Menominee;America/Menominee;;;;;;;;;;;;;;;;;;;
Tamrikt/Merida;America/Merida;;;;;;;;;;;;;;;;;;;
Tamrikt/Metlakatla;America/Metlakatla;;;;;;;;;;;;;;;;;;;
Tamrikt/Miquelon;America/Miquelon;;;;;;;;;;;;;;;;;;;
Tamrikt/Moncton;America/Moncton;;;;;;;;;;;;;;;;;;;
Tamrikt/Monterrey;America/Monterrey;;;;;;;;;;;;;;;;;;;
Tamrikt/Montevideo;America/Montevideo;;;;;;;;;;;;;;;;;;;
Tamrikt/Montreal;America/Montreal;;;;;;;;;;;;;;;;;;;
Tamrikt/Montserrat;America/Montserrat;;;;;;;;;;;;;;;;;;;
Tamrikt/Nassau;America/Nassau;;;;;;;;;;;;;;;;;;;
Tamrikt/Nipigon;America/Nipigon;;;;;;;;;;;;;;;;;;;
Tamrikt/Nome;America/Nome;;;;;;;;;;;;;;;;;;;
Tamrikt/Noronha;America/Noronha;;;;;;;;;;;;;;;;;;;
Tamrikt/Ojinaga;America/Ojinaga;;;;;;;;;;;;;;;;;;;
Tamrikt/Panama;America/Panama;;;;;;;;;;;;;;;;;;;
Tamrikt/Pangnirtung;America/Pangnirtung;;;;;;;;;;;;;;;;;;;
Tamrikt/Paramaribo;America/Paramaribo;;;;;;;;;;;;;;;;;;;
Tamrikt/Phoenix;America/Phoenix;;;;;;;;;;;;;;;;;;;
Tamrikt/Port-au-Prince;America/Port-au-Prince;;;;;;;;;;;;;;;;;;;
Tamrikt/Recife;America/Recife;;;;;;;;;;;;;;;;;;;
Tamrikt/Regina;America/Regina;;;;;;;;;;;;;;;;;;;
Tamrikt/Resolute;America/Resolute;;;;;;;;;;;;;;;;;;;
Tamrikt/Santarem;America/Santarem;;;;;;;;;;;;;;;;;;;
Tamrikt/Santiago;America/Santiago;;;;;;;;;;;;;;;;;;;
Tamrikt/Scoresbysund;America/Scoresbysund;;;;;;;;;;;;;;;;;;;
Tamrikt/Shiprock;America/Shiprock;;;;;;;;;;;;;;;;;;;
Tamrikt/Sitka;America/Sitka;;;;;;;;;;;;;;;;;;;
Tamrikt/Tegucigalpa;America/Tegucigalpa;;;;;;;;;;;;;;;;;;;
Tamrikt/Thule;America/Thule;;;;;;;;;;;;;;;;;;;
Tamrikt/Tijuana;America/Tijuana;;;;;;;;;;;;;;;;;;;
Tamrikt/Toronto;America/Toronto;;;;;;;;;;;;;;;;;;;
Tamrikt/Tortola;America/Tortola;;;;;;;;;;;;;;;;;;;
Tamrikt/Vancouver;America/Vancouver;;;;;;;;;;;;;;;;;;;
Tamrikt/Whitehorse;America/Whitehorse;;;;;;;;;;;;;;;;;;;
Tamrikt/Winnipeg;America/Winnipeg;;;;;;;;;;;;;;;;;;;
Tamrikt/Yakutat;America/Yakutat;;;;;;;;;;;;;;;;;;;
Tamrikt/Yellowknife;America/Yellowknife;;;;;;;;;;;;;;;;;;;
Tamharikt;Amharic;;;;;;;;;;;;;;;;;;;
Tasmekta;Amount;;;;;;;;;;;;;;;;;;;
Asedfu;Amplification;;;;;;;;;;;;;;;;;;;
Ittusedfa;Amplified;;;;;;;;;;;;;;;;;;;
Sleḍ;Analyze;;;;;;;;;;;;;;;;;;;
ajaddiw;ancestor;;;;;;;;;;;;;;;;;;;
ajadiw-neɣ-iman;ancestor-or-self;;;;;;;;;;;;;;;;;;;
Tamdeyt;Anchor;;;;;;;;;;;;;;;;;;;
akked;and;;;;;;;;;;;;;;;;;;;
Undura;Andorra;;;;;;;;;;;;;;;;;;;
Android;Android;;;;;;;;;;;;;;;;;;;
Tiɣmert;Angle;;;;;;;;;;;;;;;;;;;
Angula;Angola;;;;;;;;;;;;;;;;;;;
Angiya;Anguilla;;;;;;;;;;;;;;;;;;;
Amray;Animation;;;;;;;;;;;;;;;;;;;
Imrayen;Animations;;;;;;;;;;;;;;;;;;;
Wennet;Annotate;;;;;;;;;;;;;;;;;;;
Tilɣuyin;Annotations;;;;;;;;;;;;;;;;;;;
s useggass;annually;;;;;;;;;;;;;;;;;;;
Udrig;Anonymous;;;;;;;;;;;;;;;;;;;
Tiririt;Answer;;;;;;;;;;;;;;;;;;;
Antaṛktik;Antarctica;;;;;;;;;;;;;;;;;;;
Antaṛktic/Casey;Antarctica/Casey;;;;;;;;;;;;;;;;;;;
Antaṛktik/Davis;Antarctica/Davis;;;;;;;;;;;;;;;;;;;
Antaṛktik/DumontDUrville;Antarctica/DumontDUrville;;;;;;;;;;;;;;;;;;;
Tamrikt/Macquarie;Antarctica/Macquarie;;;;;;;;;;;;;;;;;;;
Antaṛktik/Mawson;Antarctica/Mawson;;;;;;;;;;;;;;;;;;;
Antaṛktik/McMurdo;Antarctica/McMurdo;;;;;;;;;;;;;;;;;;;
Antaṛktik/Palmer\u0020;Antarctica/Palmer;;;;;;;;;;;;;;;;;;;
Antaṛktik/Rothera\u0020;Antarctica/Rothera;;;;;;;;;;;;;;;;;;;
Antaṛktik/Syowa;Antarctica/Syowa;;;;;;;;;;;;;;;;;;;
Antaṛktik/Troll;Antarctica/Troll;;;;;;;;;;;;;;;;;;;
Antaṛktik/Vostok;Antarctica/Vostok;;;;;;;;;;;;;;;;;;;
Amzay;Antialiasing;;;;;;;;;;;;;;;;;;;
Amgal aneḍfer;Antispyware;;;;;;;;;;;;;;;;;;;
Amgal ivirusen;Antivirus;;;;;;;;;;;;;;;;;;;
Asnas;App;;;;;;;;;;;;;;;;;;;
Arwes;Appearance;;;;;;;;;;;;;;;;;;;
Rnu ar %s;appendtowitharg;;;;;;;;;;;;;;;;;;;
Taplet;applet;;;;;;;;;;;;;;;;;;;
Tiplatin;Applets;;;;;;;;;;;;;;;;;;;
Snes;Apply;;;;;;;;;;;;;;;;;;;
Umuɣ n usnas;AppMenu;;;;;;;;;;;;;;;;;;;
Ttiɛad;Appointment(s);;;;;;;;;;;;;;;;;;;
Yesɣelb-it;Approved-By;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n usnas;appsettings;;;;;;;;;;;;;;;;;;;
Yeb;Apr;;;;;;;;;;;;;;;;;;;
Yeb.;Apr.;;;;;;;;;;;;;;;;;;;
Yebrir;April;;;;;;;;;;;;;;;;;;;
Taɛrabt;Arabic;;;;;;;;;;;;;;;;;;;
Taṛagunit;Aragonese;;;;;;;;;;;;;;;;;;;
Aɣbar;Archive;;;;;;;;;;;;;;;;;;;
Aɣbaṛ;Archives;;;;;;;;;;;;;;;;;;;
Aḥraz;Archiving;;;;;;;;;;;;;;;;;;;
Antaṛktik/Longyearbyen;Arctic/Longyearbyen;;;;;;;;;;;;;;;;;;;
Tamnaḍt;Area;;;;;;;;;;;;;;;;;;;
Aṛjuntin;Argentina;;;;;;;;;;;;;;;;;;;
Tiɣiriyin;Arguments;;;;;;;;;;;;;;;;;;;
Arminya;Armenia;;;;;;;;;;;;;;;;;;;
Aṛmini;Armenian;;;;;;;;;;;;;;;;;;;
Isirew;Array;;;;;;;;;;;;;;;;;;;
Aneccab;Arrow;;;;;;;;;;;;;;;;;;;
amagrad;article;;;;;;;;;;;;;;;;;;;
IMAGRADEN;ARTICLES;;;;;;;;;;;;;;;;;;;
"Anaẓur";Artist;;;;;;;;;;;;;;;;;;;
Aruba;Aruba;;;;;;;;;;;;;;;;;;;
Igemmen;Ascending;;;;;;;;;;;;;;;;;;;
Asya/Aden;Asia/Aden;;;;;;;;;;;;;;;;;;;
Asya/Almaty;Asia/Almaty;;;;;;;;;;;;;;;;;;;
Asya/Amman;Asia/Amman;;;;;;;;;;;;;;;;;;;
Asya/Anadyr;Asia/Anadyr;;;;;;;;;;;;;;;;;;;
Asya/Aqtau;Asia/Aqtau;;;;;;;;;;;;;;;;;;;
Asya/Aqtobe;Asia/Aqtobe;;;;;;;;;;;;;;;;;;;
Asya/Ashgabat;Asia/Ashgabat;;;;;;;;;;;;;;;;;;;
Asya/Atyrau;Asia/Atyrau;;;;;;;;;;;;;;;;;;;
Asya/Baghdad;Asia/Baghdad;;;;;;;;;;;;;;;;;;;
Asya/Bahrain;Asia/Bahrain;;;;;;;;;;;;;;;;;;;
Asya/Baku;Asia/Baku;;;;;;;;;;;;;;;;;;;
Asya/Bangkok;Asia/Bangkok;;;;;;;;;;;;;;;;;;;
Asya/Barnaul;Asia/Barnaul;;;;;;;;;;;;;;;;;;;
Asya/Beirut;Asia/Beirut;;;;;;;;;;;;;;;;;;;
Asya/Bishkek;Asia/Bishkek;;;;;;;;;;;;;;;;;;;
Asya/Brunei;Asia/Brunei;;;;;;;;;;;;;;;;;;;
Asya/Chita;Asia/Chita;;;;;;;;;;;;;;;;;;;
Asya/Choibalsan;Asia/Choibalsan;;;;;;;;;;;;;;;;;;;
Asya/Chongqing;Asia/Chongqing;;;;;;;;;;;;;;;;;;;
Asya/Colombo;Asia/Colombo;;;;;;;;;;;;;;;;;;;
Asya/Damascus;Asia/Damascus;;;;;;;;;;;;;;;;;;;
Asya/Dhaka;Asia/Dhaka;;;;;;;;;;;;;;;;;;;
Asya/Dili;Asia/Dili;;;;;;;;;;;;;;;;;;;
Asya/Dubai;Asia/Dubai;;;;;;;;;;;;;;;;;;;
Asya/Dushanbe;Asia/Dushanbe;;;;;;;;;;;;;;;;;;;
Asya/Famagusta;Asia/Famagusta;;;;;;;;;;;;;;;;;;;
Asya/Gaza;Asia/Gaza;;;;;;;;;;;;;;;;;;;
Asya/Harbin;Asia/Harbin;;;;;;;;;;;;;;;;;;;
Asya/Hebron;Asia/Hebron;;;;;;;;;;;;;;;;;;;
Asya/Hovd;Asia/Hovd;;;;;;;;;;;;;;;;;;;
Asya/Irkutsk;Asia/Irkutsk;;;;;;;;;;;;;;;;;;;
Asya/Istanbul;Asia/Istanbul;;;;;;;;;;;;;;;;;;;
Asya/Jakarta;Asia/Jakarta;;;;;;;;;;;;;;;;;;;
Asya/Jayapura;Asia/Jayapura;;;;;;;;;;;;;;;;;;;
Asya/Jerusalem;Asia/Jerusalem;;;;;;;;;;;;;;;;;;;
Asya/Kabul;Asia/Kabul;;;;;;;;;;;;;;;;;;;
Asya/Kamchatka;Asia/Kamchatka;;;;;;;;;;;;;;;;;;;
Asya/Karachi;Asia/Karachi;;;;;;;;;;;;;;;;;;;
Asya/Kashgar;Asia/Kashgar;;;;;;;;;;;;;;;;;;;
Asya/Kathmandu;Asia/Kathmandu;;;;;;;;;;;;;;;;;;;
Asya/Khandyga;Asia/Khandyga;;;;;;;;;;;;;;;;;;;
Asya/Kolkata;Asia/Kolkata;;;;;;;;;;;;;;;;;;;
Asya/Krasnoyarsk;Asia/Krasnoyarsk;;;;;;;;;;;;;;;;;;;
Asya/Kuching;Asia/Kuching;;;;;;;;;;;;;;;;;;;
Asya/Kuwait;Asia/Kuwait;;;;;;;;;;;;;;;;;;;
Asya/Macau;Asia/Macau;;;;;;;;;;;;;;;;;;;
Asya/Magadan;Asia/Magadan;;;;;;;;;;;;;;;;;;;
Asya/Makassar;Asia/Makassar;;;;;;;;;;;;;;;;;;;
Asya/Manila;Asia/Manila;;;;;;;;;;;;;;;;;;;
Asya/Muscat;Asia/Muscat;;;;;;;;;;;;;;;;;;;
Asya/Nicosia;Asia/Nicosia;;;;;;;;;;;;;;;;;;;
Tamrikt/Novokuznetsk;Asia/Novokuznetsk;;;;;;;;;;;;;;;;;;;
Asya/Novosibirsk;Asia/Novosibirsk;;;;;;;;;;;;;;;;;;;
Asya/Omsk;Asia/Omsk;;;;;;;;;;;;;;;;;;;
Asya/Oral;Asia/Oral;;;;;;;;;;;;;;;;;;;
Asya/Pontianak;Asia/Pontianak;;;;;;;;;;;;;;;;;;;
Asya/Pyongyang;Asia/Pyongyang;;;;;;;;;;;;;;;;;;;
Asya/Qatar;Asia/Qatar;;;;;;;;;;;;;;;;;;;
Asya/Qyzylorda;Asia/Qyzylorda;;;;;;;;;;;;;;;;;;;
Asya/Rangoon;Asia/Rangoon;;;;;;;;;;;;;;;;;;;
Asya/Riyadh;Asia/Riyadh;;;;;;;;;;;;;;;;;;;
Asya/Sakhalin;Asia/Sakhalin;;;;;;;;;;;;;;;;;;;
Asya/Samarkand;Asia/Samarkand;;;;;;;;;;;;;;;;;;;
Asya/Seoul;Asia/Seoul;;;;;;;;;;;;;;;;;;;
Asya/Shanghai;Asia/Shanghai;;;;;;;;;;;;;;;;;;;
Asya/Singapore;Asia/Singapore;;;;;;;;;;;;;;;;;;;
Asya/Srednekolymsk;Asia/Srednekolymsk;;;;;;;;;;;;;;;;;;;
Asya/Taipei;Asia/Taipei;;;;;;;;;;;;;;;;;;;
Asya/Tashkent;Asia/Tashkent;;;;;;;;;;;;;;;;;;;
Asya/Tbilisi;Asia/Tbilisi;;;;;;;;;;;;;;;;;;;
Asya/Tehran;Asia/Tehran;;;;;;;;;;;;;;;;;;;
Asya/Thimphu;Asia/Thimphu;;;;;;;;;;;;;;;;;;;
Asya/Tokyo;Asia/Tokyo;;;;;;;;;;;;;;;;;;;
Asya/Tomsk;Asia/Tomsk;;;;;;;;;;;;;;;;;;;
Asya/Ulaanbaatar;Asia/Ulaanbaatar;;;;;;;;;;;;;;;;;;;
Asya/Urumqi;Asia/Urumqi;;;;;;;;;;;;;;;;;;;
Asya/Ust-Nera;Asia/Ust-Nera;;;;;;;;;;;;;;;;;;;
Asya/Vientiane;Asia/Vientiane;;;;;;;;;;;;;;;;;;;
Asya/Vladivostok;Asia/Vladivostok;;;;;;;;;;;;;;;;;;;
Asya/Yakutsk;Asia/Yakutsk;;;;;;;;;;;;;;;;;;;
